employee_id,first_name,last_name,email,department,job_title,hire_date,country,employment_type,manager_id
11165,Kenneth,Bennett,kenneth.bennett@globaltech.com,Operations,Staff Engineer,2021-06-07,Italy,Part-Time,6969
11166,Dorothy,Mason,dorothy.mason@globaltech.com,Customer Success,Consultant,2021-05-28,Sweden,Full-Time,11115
11167,Jason,Jones,jason.jones@globaltech.com,Quality Assurance,Consultant,2022-11-23,Brazil,Contractor,5371
11168,Ryan,Phillips,ryan.phillips@globaltech.com,Finance,Accountant,2023-10-14,Germany,Contractor,12786
11169,Katherine,Walker,katherine.walker@globaltech.com,Product,Product Manager,2021-03-22,Netherlands,Contractor,11803
11170,Dennis,Jones,dennis.jones@globaltech.com,Product,Systems Administrator,2022-05-25,United Kingdom,Part-Time,
11171,James,Stevens,james.stevens@globaltech.com,Business Development,Quality Assurance Engineer,2023-01-25,Australia,Contractor,4838
11172,Richard,Gordon,richard.gordon@globaltech.com,Manufacturing,Solutions Architect,2024-12-19,India,Contractor,12821
11173,Douglas,Davis,douglas.davis@globaltech.com,Customer Success,Data Engineer,2021-11-03,Spain,Contractor,4223
11174,Dorothy,Harris,dorothy.harris@globaltech.com,Quality Assurance,QA Lead,2022-05-08,South Korea,Part-Time,2104
11175,Ryan,Hunter,ryan.hunter@globaltech.com,Strategy,Sales Representative,2019-11-15,Australia,Part-Time,10878
11176,Linda,Collins,linda.collins@globaltech.com,Legal,Systems Administrator,2019-01-24,Italy,Full-Time,14415
11177,Dennis,Perez,dennis.perez@globaltech.com,Communications,Recruiter,2021-05-29,Spain,Full-Time,1368
11178,Brandon,King,brandon.king@globaltech.com,Quality Assurance,Data Scientist,2023-09-12,Brazil,Part-Time,11688
11179,Lisa,Dixon,lisa.dixon@globaltech.com,Communications,Staff Engineer,2023-08-07,South Korea,Full-Time,
11180,Debra,Warren,debra.warren@globaltech.com,Business Development,Marketing Manager,2019-12-29,Hong Kong,Part-Time,6998
11181,Matthew,Rodriguez,matthew.rodriguez@globaltech.com,Communications,Solutions Architect,2019-04-10,Netherlands,Contractor,10801
11182,Brenda,Johnson,brenda.johnson@globaltech.com,Communications,Solutions Architect,2020-07-05,India,Full-Time,2577
11183,Jason,Ramos,jason.ramos@globaltech.com,Marketing,QA Lead,2023-02-04,United States,Part-Time,12547
11184,Janet,Porter,janet.porter@globaltech.com,Quality Assurance,Marketing Manager,2017-08-12,Italy,Part-Time,7515
11185,Adam,Bell,adam.bell@globaltech.com,Legal,Senior Software Engineer,2017-11-28,Germany,Part-Time,7659
11186,Scott,Shelton,scott.shelton@globaltech.com,Supply Chain,Solutions Architect,2017-09-13,Singapore,Part-Time,1088
11187,Patrick,Moore,patrick.moore@globaltech.com,Product,Sales Director,2016-06-28,Hong Kong,Contractor,
11188,Sandra,Gomez,sandra.gomez@globaltech.com,Marketing,Consultant,2020-03-13,Spain,Contractor,11454
11189,Samantha,Harris,samantha.harris@globaltech.com,Information Technology,QA Lead,2021-03-27,Ireland,Full-Time,8379
11190,Lisa,Bennett,lisa.bennett@globaltech.com,Business Development,Recruiter,2019-01-09,India,Full-Time,9858
11191,Kimberly,Ramos,kimberly.ramos@globaltech.com,Legal,Systems Administrator,2023-06-07,United Kingdom,Part-Time,3050
11192,Joshua,Stevens,joshua.stevens@globaltech.com,Business Development,Data Analyst,2015-02-10,India,Part-Time,13644
11193,Deborah,King,deborah.king@globaltech.com,Engineering,Consultant,2023-02-13,Mexico,Part-Time,7984
11194,Mary,Anderson,mary.anderson@globaltech.com,Finance,Account Executive,2024-02-22,South Korea,Full-Time,12345
11195,Shirley,Moreno,shirley.moreno@globaltech.com,Customer Success,Operations Manager,2019-08-08,South Korea,Full-Time,3027
11196,Stephen,Davis,stephen.davis@globaltech.com,Human Resources,Project Manager,2017-03-14,South Korea,Part-Time,2940
11197,Peter,Warren,peter.warren@globaltech.com,Business Development,Account Executive,2021-04-06,Australia,Contractor,4565
11198,Jacob,Gordon,jacob.gordon@globaltech.com,Data Science,Account Executive,2021-06-10,Ireland,Full-Time,13723
11199,Donna,Miller,donna.miller@globaltech.com,Sales,Accountant,2024-06-25,Switzerland,Contractor,196
11200,Carol,Reyes,carol.reyes@globaltech.com,Sales,QA Lead,2024-01-24,Italy,Full-Time,
11201,Joshua,Russell,joshua.russell@globaltech.com,Supply Chain,Marketing Manager,2020-06-11,Canada,Contractor,5660
11202,Rachel,Reyes,rachel.reyes@globaltech.com,Data Science,Sales Representative,2020-12-31,Mexico,Part-Time,11656
11203,Anna,Williams,anna.williams@globaltech.com,Quality Assurance,Systems Administrator,2018-12-23,United Kingdom,Full-Time,563
11204,Jessica,Reyes,jessica.reyes@globaltech.com,Marketing,Account Executive,2023-10-24,France,Part-Time,3201
11205,Sandra,Bennett,sandra.bennett@globaltech.com,Quality Assurance,Solutions Architect,2016-05-12,Mexico,Contractor,5279
11206,Cynthia,Reyes,cynthia.reyes@globaltech.com,Human Resources,Staff Engineer,2022-07-06,Singapore,Contractor,7468
11207,Sandra,Mason,sandra.mason@globaltech.com,Supply Chain,Data Scientist,2021-03-09,Switzerland,Contractor,6046
11208,Rachel,Rodriguez,rachel.rodriguez@globaltech.com,Quality Assurance,Staff Engineer,2022-03-08,Spain,Part-Time,9793
11209,William,Mason,william.mason@globaltech.com,Strategy,Senior Software Engineer,2018-01-29,Japan,Contractor,5551
11210,Lisa,Hicks,lisa.hicks@globaltech.com,Quality Assurance,Account Executive,2020-11-02,Singapore,Full-Time,10426
11211,Jennifer,Allen,jennifer.allen@globaltech.com,Marketing,Marketing Manager,2016-12-19,Switzerland,Part-Time,12995
11212,Nancy,Hernandez,nancy.hernandez@globaltech.com,Human Resources,Staff Engineer,2022-05-04,United States,Contractor,14143
11213,Nancy,Ramos,nancy.ramos@globaltech.com,Quality Assurance,Analyst,2019-06-12,Brazil,Contractor,9268
11214,Kathleen,Fox,kathleen.fox@globaltech.com,Strategy,Software Engineer,2024-11-17,United States,Full-Time,6429
11215,James,Bennett,james.bennett@globaltech.com,Legal,HR Specialist,2018-01-04,Sweden,Part-Time,2287
11216,Eric,Moreno,eric.moreno@globaltech.com,Customer Success,Senior Product Manager,2024-10-03,United States,Contractor,
11217,Aaron,Smith,aaron.smith@globaltech.com,Business Development,Senior Software Engineer,2019-07-24,Switzerland,Contractor,10183
11218,Nancy,Anderson,nancy.anderson@globaltech.com,Legal,Operations Manager,2017-03-24,Switzerland,Part-Time,11727
11219,Jose,Lewis,jose.lewis@globaltech.com,Marketing,Product Manager,2018-05-30,Japan,Part-Time,3101
11220,Donna,Smith,donna.smith@globaltech.com,Business Development,Business Analyst,2015-04-16,Japan,Contractor,6919
11221,Brandon,White,brandon.white@globaltech.com,Human Resources,Accountant,2021-07-31,South Korea,Part-Time,2662
11222,Jose,Thomas,jose.thomas@globaltech.com,Human Resources,Staff Engineer,2016-12-05,Hong Kong,Part-Time,1361
11223,Melissa,Sanchez,melissa.sanchez@globaltech.com,Marketing,Systems Administrator,2020-02-12,Singapore,Full-Time,5643
11224,Brian,Shelton,brian.shelton@globaltech.com,Quality Assurance,Recruiter,2017-05-04,Ireland,Contractor,10385
11225,Jose,Warren,jose.warren@globaltech.com,Information Technology,HR Specialist,2020-01-13,Italy,Contractor,11695
11226,Nicholas,Knox,nicholas.knox@globaltech.com,Engineering,HR Manager,2015-09-14,Italy,Full-Time,
11227,Michelle,Bell,michelle.bell@globaltech.com,Product,Consultant,2022-03-21,Spain,Part-Time,1765
11228,Sharon,Burns,sharon.burns@globaltech.com,Product,Accountant,2016-02-23,United Kingdom,Contractor,
11229,James,Harris,james.harris@globaltech.com,Finance,Product Manager,2023-05-29,China,Full-Time,13122
11230,Amy,Dixon,amy.dixon@globaltech.com,Manufacturing,Product Manager,2018-07-19,Ireland,Contractor,5820
11231,Scott,Young,scott.young@globaltech.com,DevOps,Analyst,2021-05-25,India,Contractor,
11232,Ashley,Nickerson,ashley.nickerson@globaltech.com,DevOps,Sales Representative,2020-06-22,South Korea,Full-Time,10690
11233,Matthew,Fox,matthew.fox@globaltech.com,DevOps,Product Manager,2015-09-26,Sweden,Part-Time,13262
11234,Melissa,Walker,melissa.walker@globaltech.com,Product,Financial Analyst,2015-11-23,China,Contractor,
11235,Alexander,Scott,alexander.scott@globaltech.com,Marketing,HR Specialist,2023-12-07,Hong Kong,Part-Time,14848
11236,Melissa,Kennedy,melissa.kennedy@globaltech.com,Data Science,QA Lead,2021-11-07,South Korea,Contractor,11688
11237,Carol,Reed,carol.reed@globaltech.com,Engineering,Consultant,2024-12-17,United States,Contractor,10042
11238,David,Jackson,david.jackson@globaltech.com,Finance,Marketing Manager,2018-04-18,Australia,Full-Time,3928
11239,Steven,Martin,steven.martin@globaltech.com,Sales,Solutions Architect,2023-06-26,Germany,Contractor,12477
11240,Nicole,Peterson,nicole.peterson@globaltech.com,Sales,Senior Software Engineer,2022-01-17,Brazil,Part-Time,3339
11241,Jeffrey,Bell,jeffrey.bell@globaltech.com,Finance,Account Executive,2019-03-31,Ireland,Full-Time,6594
11242,Sandra,Stevens,sandra.stevens@globaltech.com,Customer Success,Project Manager,2021-11-14,United States,Full-Time,11294
11243,Samantha,Jackson,samantha.jackson@globaltech.com,Quality Assurance,Software Engineer,2021-03-01,Australia,Contractor,4614
11244,Katherine,Bennett,katherine.bennett@globaltech.com,DevOps,Sales Representative,2023-08-08,France,Full-Time,
11245,William,Moreno,william.moreno@globaltech.com,Product,Software Engineer,2016-11-14,Ireland,Contractor,8080
11246,Deborah,Thompson,deborah.thompson@globaltech.com,Legal,Marketing Specialist,2018-09-19,India,Full-Time,14348
11247,Joseph,Martinez,joseph.martinez@globaltech.com,Legal,Consultant,2019-05-29,Canada,Part-Time,3667
11248,Shirley,Thomas,shirley.thomas@globaltech.com,Sales,Marketing Specialist,2017-05-16,Germany,Full-Time,537
11249,Anna,Peterson,anna.peterson@globaltech.com,Manufacturing,Business Analyst,2024-04-20,Mexico,Part-Time,9818
11250,James,Ramirez,james.ramirez@globaltech.com,Sales,Product Manager,2023-11-27,Ireland,Contractor,2029
11251,Lisa,Walker,lisa.walker@globaltech.com,Manufacturing,Sales Representative,2021-02-02,Ireland,Full-Time,893
11252,Michelle,Davis,michelle.davis@globaltech.com,Sales,Recruiter,2017-11-19,Canada,Full-Time,3364
11253,Tyler,Murphy,tyler.murphy@globaltech.com,DevOps,Account Executive,2019-05-05,Canada,Contractor,8211
11254,Anna,Miller,anna.miller@globaltech.com,Communications,QA Lead,2018-05-05,Spain,Full-Time,
11255,Timothy,Mason,timothy.mason@globaltech.com,Product,Staff Engineer,2022-06-13,Singapore,Part-Time,7959
11256,Andrew,Warren,andrew.warren@globaltech.com,Business Development,Business Analyst,2019-10-14,United Kingdom,Contractor,3101
11257,Henry,Anderson,henry.anderson@globaltech.com,Strategy,Business Analyst,2017-07-28,Brazil,Part-Time,8763
11258,Adam,Peterson,adam.peterson@globaltech.com,Operations,Business Analyst,2017-04-07,South Korea,Full-Time,9013
11259,Samantha,Garcia,samantha.garcia@globaltech.com,Information Technology,Marketing Specialist,2020-01-03,Switzerland,Part-Time,2457
11260,John,Campbell,john.campbell@globaltech.com,Quality Assurance,Project Manager,2017-10-08,Hong Kong,Part-Time,1895
11261,Nancy,Wilson,nancy.wilson@globaltech.com,Sales,Recruiter,2023-01-04,Japan,Contractor,3289
11262,Anthony,Collins,anthony.collins@globaltech.com,Supply Chain,Recruiter,2019-02-08,Canada,Full-Time,11887
11263,Charles,Kemp,charles.kemp@globaltech.com,Sales,Sales Representative,2020-07-22,Hong Kong,Part-Time,2996
11264,Eric,Garcia,eric.garcia@globaltech.com,Customer Success,Sales Director,2016-07-11,China,Contractor,7279
11265,Joseph,Jackson,joseph.jackson@globaltech.com,Manufacturing,HR Specialist,2017-12-19,Mexico,Full-Time,13517
11266,Eric,Scott,eric.scott@globaltech.com,Quality Assurance,Senior Product Manager,2022-12-18,Singapore,Contractor,11918
11267,Jessica,White,jessica.white@globaltech.com,Communications,Sales Director,2024-08-20,China,Full-Time,5040
11268,David,Price,david.price@globaltech.com,Data Science,Accountant,2024-08-23,Sweden,Contractor,6594
11269,Gary,Rogers,gary.rogers@globaltech.com,Legal,Product Manager,2016-08-28,France,Full-Time,8324
11270,Deborah,Peterson,deborah.peterson@globaltech.com,Finance,QA Lead,2018-01-16,Mexico,Contractor,10578
11271,Paul,Reeves,paul.reeves@globaltech.com,Customer Success,HR Specialist,2022-01-23,South Korea,Part-Time,1076
11272,Amanda,Mason,amanda.mason@globaltech.com,,Sales Director,2016-06-26,Spain,Part-Time,1744
11273,Anthony,Kemp,anthony.kemp@globaltech.com,Product,Software Engineer,2015-11-30,Brazil,Part-Time,1765
11274,Brian,Thomas,brian.thomas@globaltech.com,Operations,Data Analyst,2020-03-20,France,Part-Time,6594
11275,Robert,Cooper,robert.cooper@globaltech.com,Legal,Accountant,2017-06-15,Mexico,Contractor,2189
11276,Margaret,White,margaret.white@globaltech.com,Strategy,Consultant,2016-11-04,Switzerland,Contractor,4964
11277,Pamela,Boyd,pamela.boyd@globaltech.com,Marketing,Sales Representative,2021-09-06,Japan,Contractor,5235
11278,Donna,Henry,donna.henry@globaltech.com,Operations,Data Scientist,2023-12-30,Spain,Contractor,9960
11279,Paul,Ramirez,paul.ramirez@globaltech.com,Manufacturing,Recruiter,2021-06-14,Brazil,Part-Time,9258
11280,Elizabeth,Morgan,elizabeth.morgan@globaltech.com,Quality Assurance,Solutions Architect,2018-10-04,France,Contractor,1018
11281,Jessica,Kemp,jessica.kemp@globaltech.com,Data Science,Accountant,2016-01-23,United States,Full-Time,196
11282,Susan,Taylor,susan.taylor@globaltech.com,DevOps,Financial Analyst,2020-02-06,Hong Kong,Full-Time,7865
11283,Katherine,Stevens,katherine.stevens@globaltech.com,Legal,Staff Engineer,2024-06-13,Mexico,Contractor,331
11284,Angela,Moreno,angela.moreno@globaltech.com,Human Resources,Senior Software Engineer,2019-02-16,Singapore,Full-Time,8324
11285,Ashley,Russell,ashley.russell@globaltech.com,Customer Success,Marketing Specialist,2018-03-29,Singapore,Full-Time,424
11286,Paul,Campbell,paul.campbell@globaltech.com,DevOps,QA Lead,2020-08-03,Canada,Part-Time,73
11287,Peter,Lee,peter.lee@globaltech.com,Sales,Marketing Manager,2016-08-01,Singapore,Full-Time,14516
11288,Amy,Henry,amy.henry@globaltech.com,Legal,Analyst,2024-03-02,Hong Kong,Contractor,7984
11289,Justin,Torres,justin.torres@globaltech.com,Marketing,Account Executive,2016-02-17,India,Contractor,12569
11290,Patricia,Garrison,patricia.garrison@globaltech.com,Supply Chain,Marketing Specialist,2022-09-30,India,Contractor,1262
11291,Patricia,Gordon,patricia.gordon@globaltech.com,Legal,Analyst,2021-02-03,China,Part-Time,3339
11292,Jack,Peterson,jack.peterson@globaltech.com,Manufacturing,Recruiter,2023-03-09,France,Part-Time,12735
11293,Justin,Rogers,justin.rogers@globaltech.com,Customer Success,Data Analyst,2024-01-09,China,Contractor,8343
11294,Kimberly,Johnson,kimberly.johnson@globaltech.com,Communications,Systems Administrator,2016-01-14,United Kingdom,Contractor,2104
11295,Frank,Jones,frank.jones@globaltech.com,Data Science,Project Manager,2022-07-13,Australia,Part-Time,3383
11296,Anna,Lopez,anna.lopez@globaltech.com,Manufacturing,QA Lead,2018-08-21,Spain,Contractor,4462
11297,Nancy,Campbell,nancy.campbell@globaltech.com,Human Resources,Financial Analyst,2018-06-12,United States,Part-Time,6978
11298,Scott,Bennett,scott.bennett@globaltech.com,Data Science,Marketing Manager,2016-10-11,Japan,Full-Time,5289
11299,Eric,Parker,eric.parker@globaltech.com,Data Science,Data Analyst,2024-06-18,Singapore,Part-Time,331
11300,Dorothy,Bell,dorothy.bell@globaltech.com,Human Resources,Recruiter,2020-06-22,Switzerland,Part-Time,14348
11301,Gregory,Johnson,gregory.johnson@globaltech.com,Supply Chain,Data Scientist,2023-09-30,United States,Part-Time,12425
11302,Susan,Sanchez,susan.sanchez@globaltech.com,Customer Success,Data Engineer,2023-11-07,United States,Contractor,7222
11303,Janet,Sanchez,janet.sanchez@globaltech.com,Quality Assurance,Recruiter,2021-04-26,China,Contractor,5923
11304,Benjamin,Gomez,benjamin.gomez@globaltech.com,Legal,Project Manager,2015-01-18,Netherlands,Part-Time,
11305,Laura,Reeves,laura.reeves@globaltech.com,Data Science,Quality Assurance Engineer,2015-02-16,France,Contractor,12932
11306,Brenda,Mason,brenda.mason@globaltech.com,Business Development,Quality Assurance Engineer,2018-09-03,Ireland,Full-Time,6766
11307,Samantha,Perez,samantha.perez@globaltech.com,Legal,Senior Product Manager,2017-06-26,Singapore,Part-Time,11092
11308,Shirley,Lewis,shirley.lewis@globaltech.com,Information Technology,Systems Administrator,2022-10-23,Ireland,Part-Time,5870
11309,Sharon,Warren,sharon.warren@globaltech.com,DevOps,Solutions Architect,2016-02-14,Brazil,Full-Time,13828
11310,Susan,Porter,susan.porter@globaltech.com,Legal,QA Lead,2021-10-11,Brazil,Full-Time,3475
11311,Ashley,Phillips,ashley.phillips@globaltech.com,Data Science,Systems Administrator,2020-09-08,Canada,Part-Time,1018
11312,Jennifer,Nickerson,jennifer.nickerson@globaltech.com,Engineering,Operations Manager,2024-03-26,Japan,Full-Time,11839
11313,Jennifer,Gordon,jennifer.gordon@globaltech.com,Finance,Quality Assurance Engineer,2015-09-09,France,Full-Time,9826
11314,Nicholas,Rogers,nicholas.rogers@globaltech.com,Engineering,Financial Analyst,2015-05-29,South Korea,Full-Time,3149
11315,Margaret,Robinson,margaret.robinson@globaltech.com,Human Resources,Controller,2016-12-27,Japan,Contractor,7321
11316,Jennifer,Henry,jennifer.henry@globaltech.com,Supply Chain,Consultant,2024-11-05,Switzerland,Contractor,
11317,Stephanie,Phillips,stephanie.phillips@globaltech.com,Strategy,Senior Product Manager,2021-03-06,Switzerland,Contractor,
11318,John,Stevens,john.stevens@globaltech.com,Customer Success,Sales Director,2022-09-08,Italy,Part-Time,
11319,Ashley,Bennett,ashley.bennett@globaltech.com,Operations,Data Analyst,2021-03-12,Sweden,Part-Time,12570
11320,Eric,Parker,eric.parker@globaltech.com,Finance,Senior Software Engineer,2023-11-16,China,Contractor,14448
11321,Margaret,Perez,margaret.perez@globaltech.com,Customer Success,Financial Analyst,2020-09-24,Hong Kong,Part-Time,11688
11322,Henry,Knox,henry.knox@globaltech.com,Information Technology,Marketing Specialist,2019-10-30,United States,Full-Time,330
11323,Jerry,Shelton,jerry.shelton@globaltech.com,Supply Chain,Analyst,2023-07-12,Switzerland,Part-Time,
11324,Scott,Thomas,scott.thomas@globaltech.com,Sales,Project Manager,2020-02-01,United Kingdom,Part-Time,13631
11325,Pamela,Hernandez,pamela.hernandez@globaltech.com,Supply Chain,Data Analyst,2022-11-07,United States,Contractor,5087
11326,Samantha,Warren,samantha.warren@globaltech.com,Business Development,Business Analyst,2016-05-31,Australia,Contractor,1563
11327,Pamela,Garrison,pamela.garrison@globaltech.com,Manufacturing,Data Scientist,2018-06-26,China,Full-Time,6023
11328,Thomas,Stevens,thomas.stevens@globaltech.com,Sales,Operations Manager,2016-07-29,Brazil,Part-Time,4226
11329,Steven,Rodriguez,steven.rodriguez@globaltech.com,Engineering,Sales Representative,2019-04-13,South Korea,Part-Time,609
11330,Samantha,Moreno,samantha.moreno@globaltech.com,Human Resources,Staff Engineer,2015-08-27,Brazil,Full-Time,9963
11331,Joshua,Collins,joshua.collins@globaltech.com,Supply Chain,Controller,2022-09-09,Brazil,Part-Time,14595
11332,Christine,Morgan,christine.morgan@globaltech.com,Customer Success,Account Executive,2018-01-18,Spain,Contractor,
11333,Melissa,Parker,melissa.parker@globaltech.com,Customer Success,HR Manager,2015-05-06,Ireland,Full-Time,11370
11334,Samantha,Campbell,samantha.campbell@globaltech.com,Manufacturing,Accountant,2024-07-30,Italy,Contractor,12206
11335,Joshua,Jackson,joshua.jackson@globaltech.com,Legal,QA Lead,2020-01-22,United States,Contractor,13277
11336,Scott,Morgan,scott.morgan@globaltech.com,Communications,Account Executive,2024-09-27,Ireland,Full-Time,13724
11337,Dorothy,Rogers,dorothy.rogers@globaltech.com,Sales,Data Engineer,2019-05-26,China,Part-Time,8856
11338,Catherine,Anderson,catherine.anderson@globaltech.com,Supply Chain,HR Manager,2019-04-30,China,Contractor,10100
11339,Michael,Reyes,michael.reyes@globaltech.com,Product,Quality Assurance Engineer,2019-03-27,Switzerland,Contractor,
11340,Susan,Edwards,susan.edwards@globaltech.com,Product,Business Analyst,2019-03-30,Brazil,Part-Time,
11341,Anthony,Rogers,anthony.rogers@globaltech.com,Business Development,Controller,2023-05-30,Mexico,Part-Time,95
11342,Gregory,Allen,gregory.allen@globaltech.com,Marketing,Controller,2015-08-27,Canada,Contractor,5573
11343,Helen,Reed,helen.reed@globaltech.com,Strategy,Senior Software Engineer,2020-09-22,Spain,Full-Time,10006
11344,Brian,Clark,brian.clark@globaltech.com,Customer Success,Data Scientist,2017-04-06,China,Full-Time,2722
11345,Carol,Gordon,carol.gordon@globaltech.com,Sales,Business Analyst,2023-06-20,Germany,Contractor,493
11346,Sharon,Shelton,sharon.shelton@globaltech.com,Data Science,Financial Analyst,2021-08-10,China,Full-Time,13473
11347,Raymond,Knox,raymond.knox@globaltech.com,Human Resources,Recruiter,2018-03-22,Singapore,Full-Time,11992
11348,Margaret,Reeves,margaret.reeves@globaltech.com,Human Resources,Software Engineer,2015-05-28,Brazil,Contractor,188
11349,Deborah,Parker,deborah.parker@globaltech.com,Customer Success,Recruiter,2018-08-20,South Korea,Part-Time,11121
11350,Joshua,Peterson,joshua.peterson@globaltech.com,Human Resources,Business Analyst,2019-01-27,China,Part-Time,1295
11351,Gary,Smith,gary.smith@globaltech.com,Quality Assurance,Controller,2017-12-10,India,Full-Time,4629
11352,Angela,Bell,angela.bell@globaltech.com,Supply Chain,Operations Manager,2023-09-11,France,Part-Time,14768
11353,Robert,Hunter,robert.hunter@globaltech.com,Sales,Business Analyst,2018-05-17,Netherlands,Part-Time,12822
11354,Nicholas,Young,nicholas.young@globaltech.com,Supply Chain,Marketing Manager,2015-05-14,United Kingdom,Part-Time,367
11355,Benjamin,Wright,benjamin.wright@globaltech.com,Human Resources,Quality Assurance Engineer,2023-08-04,Netherlands,Part-Time,
11356,Nicholas,Burns,nicholas.burns@globaltech.com,Customer Success,Data Scientist,2021-01-08,Italy,Contractor,5873
11357,Jonathan,Gordon,jonathan.gordon@globaltech.com,Business Development,Consultant,2023-07-27,Netherlands,Contractor,2076
11358,Rebecca,Young,rebecca.young@globaltech.com,Sales,Senior Product Manager,2022-06-25,China,Part-Time,2745
11359,Alexander,Young,alexander.young@globaltech.com,Strategy,Project Manager,2015-06-30,Netherlands,Contractor,665
11360,John,Martin,john.martin@globaltech.com,Engineering,Financial Analyst,2020-12-30,Spain,Full-Time,2812
11361,Adam,Porter,adam.porter@globaltech.com,Product,Solutions Architect,2016-06-20,Japan,Contractor,
11362,Michael,Price,michael.price@globaltech.com,Product,Solutions Architect,2019-04-28,Canada,Full-Time,13799
11363,Amy,White,amy.white@globaltech.com,Legal,HR Specialist,2017-10-17,Netherlands,Contractor,
11364,Michael,Crawford,michael.crawford@globaltech.com,DevOps,Business Analyst,2022-11-11,Australia,Full-Time,4005
11365,Melissa,Hernandez,melissa.hernandez@globaltech.com,Legal,Business Analyst,2018-03-21,Mexico,Part-Time,6618
11366,Melissa,White,melissa.white@globaltech.com,Data Science,Operations Manager,2015-11-11,Sweden,Full-Time,9482
11367,William,Dixon,william.dixon@globaltech.com,Communications,Senior Software Engineer,2024-02-14,Germany,Full-Time,4876
11368,Ruth,Stevens,ruth.stevens@globaltech.com,Marketing,Senior Software Engineer,2016-10-23,Brazil,Part-Time,11063
11369,Patricia,Allen,patricia.allen@globaltech.com,Engineering,Sales Director,2021-07-14,Hong Kong,Part-Time,14662
11370,Carol,Reed,carol.reed@globaltech.com,Strategy,Consultant,2020-02-05,Sweden,Contractor,13171
11371,William,Fox,william.fox@globaltech.com,Human Resources,Operations Manager,2018-08-29,Ireland,Full-Time,12398
11372,Patrick,Scott,patrick.scott@globaltech.com,Sales,Product Manager,2018-12-02,Ireland,Part-Time,1816
11373,Gary,Garcia,gary.garcia@globaltech.com,Finance,HR Specialist,2024-06-21,Mexico,Contractor,8244
11374,Douglas,Nickerson,douglas.nickerson@globaltech.com,Information Technology,Staff Engineer,2019-09-23,Italy,Part-Time,
11375,Henry,Allen,henry.allen@globaltech.com,Quality Assurance,HR Manager,2022-05-16,Singapore,Part-Time,330
11376,Peter,Rodriguez,peter.rodriguez@globaltech.com,Strategy,Recruiter,2017-11-06,Germany,Part-Time,14401
11377,Patrick,Young,patrick.young@globaltech.com,Sales,Data Scientist,2023-04-05,Brazil,Part-Time,11155
11378,Carol,Moore,carol.moore@globaltech.com,Supply Chain,Marketing Specialist,2024-04-19,United States,Contractor,8742
11379,Raymond,White,raymond.white@globaltech.com,Quality Assurance,Senior Product Manager,2015-06-23,Switzerland,Part-Time,5450
11380,Amanda,Rodriguez,amanda.rodriguez@globaltech.com,Communications,Sales Director,2020-10-13,United States,Contractor,14724
11381,Steven,Martin,steven.martin@globaltech.com,DevOps,Quality Assurance Engineer,2015-04-13,Hong Kong,Full-Time,14153
11382,Kimberly,Moreno,kimberly.moreno@globaltech.com,Information Technology,Marketing Manager,2015-01-07,Mexico,Part-Time,4662
11383,Helen,Morgan,helen.morgan@globaltech.com,Communications,HR Manager,2016-07-22,Germany,Contractor,11887
11384,Catherine,Lewis,catherine.lewis@globaltech.com,Communications,Accountant,2015-10-14,United States,Part-Time,
11385,Paul,Gomez,paul.gomez@globaltech.com,Business Development,Business Analyst,2018-03-09,Spain,Full-Time,4376
11386,Michael,Martin,michael.martin@globaltech.com,Customer Success,Consultant,2022-01-04,Canada,Contractor,14393
11387,Shirley,Peterson,shirley.peterson@globaltech.com,Supply Chain,Controller,2015-11-12,Canada,Part-Time,2560
11388,Jeffrey,Lopez,jeffrey.lopez@globaltech.com,Sales,HR Manager,2018-03-24,Hong Kong,Contractor,11887
11389,Raymond,Wright,raymond.wright@globaltech.com,Marketing,Project Manager,2020-12-21,Italy,Part-Time,9297
11390,Linda,Allen,linda.allen@globaltech.com,Operations,Sales Director,2022-11-03,Hong Kong,Part-Time,4510
11391,Jacob,Fox,jacob.fox@globaltech.com,Data Science,Solutions Architect,2023-10-14,Italy,Contractor,10461
11392,Shirley,Martin,shirley.martin@globaltech.com,Quality Assurance,Data Analyst,2024-03-05,South Korea,Part-Time,6266
11393,Ruth,Burns,ruth.burns@globaltech.com,Operations,Systems Administrator,2024-10-03,United States,Part-Time,7893
11394,Nancy,Russell,nancy.russell@globaltech.com,Quality Assurance,Staff Engineer,2016-04-07,India,Part-Time,7646
11395,Rebecca,Knox,rebecca.knox@globaltech.com,Communications,Sales Director,2017-02-19,Germany,Full-Time,
11396,Daniel,Martin,daniel.martin@globaltech.com,DevOps,Accountant,2015-01-04,Sweden,Part-Time,13171
11397,Jessica,Russell,jessica.russell@globaltech.com,Customer Success,Software Engineer,2019-06-06,Netherlands,Part-Time,6188
11398,Robert,Johnson,robert.johnson@globaltech.com,Sales,Marketing Manager,2024-09-30,Japan,Part-Time,10638
11399,Sandra,Fox,sandra.fox@globaltech.com,Operations,HR Manager,2022-07-20,Ireland,Contractor,7984
11400,Gregory,Rodriguez,gregory.rodriguez@globaltech.com,Operations,Sales Representative,2024-01-28,France,Full-Time,4462
11401,Lisa,Thompson,lisa.thompson@globaltech.com,Manufacturing,Account Executive,2022-10-13,Brazil,Part-Time,9091
11402,Stephen,Price,stephen.price@globaltech.com,Quality Assurance,Controller,2021-11-26,Ireland,Contractor,10882
